State,Data Item,Value,CV (%)
LOUISIANA,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",3,11
LOUISIANA,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",7,57.4
LOUISIANA,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",6,25.8
LOUISIANA,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",4,20.9
LOUISIANA,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",2,64.8
LOUISIANA,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",9,47.6
LOUISIANA,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",4,47.7
LOUISIANA,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",5,25.7
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",1,29.7
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",1,9.3
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",5,9.3
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",9,4.5
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - NUMBER OF OPERATIONS",2,4.7
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - NUMBER OF OPERATIONS",2,47.1
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",9,16.9
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",23,18.1
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - NUMBER OF OPERATIONS",4,36.5
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - NUMBER OF OPERATIONS",4,7.6
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - OPERATIONS, MEASURED IN PCT BY PRACTICE",19,7
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, OTHER - OPERATIONS, MEASURED IN PCT BY PRACTICE",33,(H)
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - NUMBER OF OPERATIONS",2,9.3
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - NUMBER OF OPERATIONS",2,8.5
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",10,94.3
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRICE ISSUES - OPERATIONS, MEASURED IN PCT BY PRACTICE",22,30
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - NUMBER OF OPERATIONS",3,30.4
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - NUMBER OF OPERATIONS",3,30.8
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",14,31.9
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, PRODUCTION PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",33,17.2
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - NUMBER OF OPERATIONS",9,17.1
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - NUMBER OF OPERATIONS",7,(H)
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - NUMBER OF OPERATIONS",2,18.3
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",43,17
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",58,(H)
LOUISIANA,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, REGULATORY PROBLEMS - OPERATIONS, MEASURED IN PCT BY PRACTICE",22,13.5
LOUISIANA,"PRACTICES, ORGANIC, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",3,14.9
LOUISIANA,"PRACTICES, ORGANIC, ROTATIONAL OR MGMT INTENSIVE GRAZING - NUMBER OF OPERATIONS",3,14.1
LOUISIANA,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",15,15.4
LOUISIANA,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",10,27.1
LOUISIANA,"PRACTICES, ORGANIC, SUFFICIENT SEED ACQUIRED - NUMBER OF OPERATIONS",5,24.6
LOUISIANA,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",10,83.3
LOUISIANA,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",5,24.1
LOUISIANA,"PRACTICES, ORGANIC, WATER MGMT PRACTICES USED - NUMBER OF OPERATIONS",5,21.5
MAINE,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - ACRES",0,76.3
MAINE,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - ACRES",275,18.2
MAINE,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - ACRES",0,18.2
MAINE,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - ACRES",114,15.9
MAINE,"AG LAND, CROPLAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",19,16.1
MAINE,"AG LAND, ORGANIC - ACRES",58443,12.7
MAINE,"AG LAND, ORGANIC - ACRES",55988,15
MAINE,"AG LAND, ORGANIC - ACRES",2455,(H)
MAINE,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",517,11.9
MAINE,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",444,13.6
MAINE,"AG LAND, ORGANIC - NUMBER OF OPERATIONS",73,(H)
MAINE,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",25,32.8
MAINE,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",23,28.3
MAINE,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",2,7
MAINE,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",11,7.4
MAINE,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",8,48.8
MAINE,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",2,9.9
MAINE,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",1,9.5
MAINE,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",3,51.5
MAINE,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",9,4
MAINE,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",8,10.3
MAINE,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",2,17.3
MAINE,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",1,8.2
MAINE,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",3,7.9
MAINE,"AG LAND, ORGANIC, CROP INSURANCE - NUMBER OF OPERATIONS",2,9.4
MAINE,"AG LAND, ORGANIC, OWNED - ACRES",29414,9.4
MAINE,"AG LAND, ORGANIC, OWNED - ACRES",27428,5.7
MAINE,"AG LAND, ORGANIC, OWNED - ACRES",1986,8.4
MAINE,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",409,9.8
MAINE,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",343,5.1
MAINE,"AG LAND, ORGANIC, OWNED - NUMBER OF OPERATIONS",66,12.4
MAINE,"AG LAND, ORGANIC, OWNED, TRANSITIONING - ACRES",130,8.2
MAINE,"AG LAND, ORGANIC, OWNED, TRANSITIONING - NUMBER OF OPERATIONS",10,17.8
MAINE,"AG LAND, ORGANIC, RENTED FROM OTHERS - ACRES",29563,6.8
MAINE,"AG LAND, ORGANIC, RENTED FROM OTHERS - ACRES",29094,21.1
MAINE,"AG LAND, ORGANIC, RENTED FROM OTHERS - ACRES",469,4.8
MAINE,"AG LAND, ORGANIC, RENTED FROM OTHERS - NUMBER OF OPERATIONS",240,9.7
MAINE,"AG LAND, ORGANIC, RENTED FROM OTHERS - NUMBER OF OPERATIONS",231,19.7
MAINE,"AG LAND, ORGANIC, RENTED FROM OTHERS - NUMBER OF OPERATIONS",9,9.4
MAINE,"AG LAND, ORGANIC, RENTED FROM OTHERS, TRANSITIONING - ACRES",185,9.3
MAINE,"AG LAND, ORGANIC, RENTED FROM OTHERS, TRANSITIONING - NUMBER OF OPERATIONS",9,10.5
MAINE,"AG LAND, ORGANIC, RENTED TO OTHERS - ACRES",534,10.7
MAINE,"AG LAND, ORGANIC, RENTED TO OTHERS - ACRES",534,5.1
MAINE,"AG LAND, ORGANIC, RENTED TO OTHERS - NUMBER OF OPERATIONS",20,15.4
MAINE,"AG LAND, ORGANIC, RENTED TO OTHERS - NUMBER OF OPERATIONS",20,8.9
MAINE,"AG LAND, ORGANIC, TRANSITIONING - ACRES",315,6.2
MAINE,"AG LAND, ORGANIC, TRANSITIONING - ACRES",0,19.5
MAINE,"AG LAND, ORGANIC, TRANSITIONING - ACRES",0,6.7
MAINE,"AG LAND, ORGANIC, TRANSITIONING - ACRES",427,9.2
MAINE,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",19,11.7
MAINE,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",17,6
MAINE,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",2,14.5
MAINE,"AG LAND, ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",23,9.3
MAINE,"AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES",0,20.2
MAINE,"AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES",0,7.6
MAINE,"AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES",295,23.8
MAINE,"AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - NUMBER OF OPERATIONS",2,4.9
MAINE,"AG LAND, PASTURELAND, RANGE ONLY, ORGANIC, TRANSITIONING - ACRES",18,27.8
MAINE,"FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS",517,28.4
MAINE,"FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS",444,9.8
MAINE,"FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS",73,12
MAINE,"FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS",48,16.5
MAINE,"FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS",30,19.9
MAINE,"FARM OPERATIONS, ORGANIC - OPERATIONS, MEASURED IN PCT BY YEARS",22,7.4
MAINE,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - NUMBER OF OPERATIONS",6,17.9
MAINE,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - NUMBER OF OPERATIONS",4,14
MAINE,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - NUMBER OF OPERATIONS",2,8.9
MAINE,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - OPERATIONS, MEASURED IN PCT BY PRACTICE",1,16.4
MAINE,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - OPERATIONS, MEASURED IN PCT BY PRACTICE",1,13.9
MAINE,"PRACTICES, 5 YEAR PRODUCTION PLAN, DISCONTINUE ALL AG - OPERATIONS, MEASURED IN PCT BY PRACTICE",3,37.6
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - NUMBER OF OPERATIONS",17,14.2
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - NUMBER OF OPERATIONS",10,21.1
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - NUMBER OF OPERATIONS",7,4.7
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",3,8.3
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",2,17.4
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DECREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",10,7.3
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DISCONTINUE - NUMBER OF OPERATIONS",7,7
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DISCONTINUE - NUMBER OF OPERATIONS",4,9
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DISCONTINUE - NUMBER OF OPERATIONS",3,9.7
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DISCONTINUE - OPERATIONS, MEASURED IN PCT BY PRACTICE",1,5.7
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DISCONTINUE - OPERATIONS, MEASURED IN PCT BY PRACTICE",1,8.4
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, DISCONTINUE - OPERATIONS, MEASURED IN PCT BY PRACTICE",4,10
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - NUMBER OF OPERATIONS",225,5.4
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - NUMBER OF OPERATIONS",206,13.4
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - NUMBER OF OPERATIONS",19,6.7
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",45,17.3
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",48,6
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, INCREASE - OPERATIONS, MEASURED IN PCT BY PRACTICE",27,21.3
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - NUMBER OF OPERATIONS",195,5.5
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - NUMBER OF OPERATIONS",166,9.9
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - NUMBER OF OPERATIONS",29,19.9
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - OPERATIONS, MEASURED IN PCT BY PRACTICE",39,8.4
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - OPERATIONS, MEASURED IN PCT BY PRACTICE",39,8.2
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, MAINTAIN CURRENT LEVEL - OPERATIONS, MEASURED IN PCT BY PRACTICE",41,10
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - NUMBER OF OPERATIONS",48,11.4
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - NUMBER OF OPERATIONS",37,5.8
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - NUMBER OF OPERATIONS",11,16.3
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - OPERATIONS, MEASURED IN PCT BY PRACTICE",11,8.9
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - OPERATIONS, MEASURED IN PCT BY PRACTICE",9,6.4
MAINE,"PRACTICES, ORGANIC, 5 YEAR PRODUCTION PLAN, UNKNOWN - OPERATIONS, MEASURED IN PCT BY PRACTICE",15,23.7
MAINE,"PRACTICES, ORGANIC, ADEQUATE PRODUCTION INPUTS AVAILABLE - NUMBER OF OPERATIONS",361,6.7
MAINE,"PRACTICES, ORGANIC, ADEQUATE PRODUCTION INPUTS AVAILABLE - NUMBER OF OPERATIONS",303,9.2
MAINE,"PRACTICES, ORGANIC, ADEQUATE PRODUCTION INPUTS AVAILABLE - NUMBER OF OPERATIONS",58,12.1
MAINE,"PRACTICES, ORGANIC, BENEFICIAL INSECT OR VERTEBRATE HABITAT MAINTAINED - NUMBER OF OPERATIONS",179,6.2
MAINE,"PRACTICES, ORGANIC, BENEFICIAL INSECT OR VERTEBRATE HABITAT MAINTAINED - NUMBER OF OPERATIONS",144,15.7
MAINE,"PRACTICES, ORGANIC, BENEFICIAL INSECT OR VERTEBRATE HABITAT MAINTAINED - NUMBER OF OPERATIONS",35,7.5
MAINE,"PRACTICES, ORGANIC, BENEFICIAL ORGANISMS APPLIED OR RELEASED - NUMBER OF OPERATIONS",71,19.3
MAINE,"PRACTICES, ORGANIC, BENEFICIAL ORGANISMS APPLIED OR RELEASED - NUMBER OF OPERATIONS",67,6.8
MAINE,"PRACTICES, ORGANIC, BENEFICIAL ORGANISMS APPLIED OR RELEASED - NUMBER OF OPERATIONS",4,24
MAINE,"PRACTICES, ORGANIC, BIOLOGICAL PEST MGMT - NUMBER OF OPERATIONS",206,6
MAINE,"PRACTICES, ORGANIC, BIOLOGICAL PEST MGMT - NUMBER OF OPERATIONS",173,15.4
MAINE,"PRACTICES, ORGANIC, BIOLOGICAL PEST MGMT - NUMBER OF OPERATIONS",33,28.6
MAINE,"PRACTICES, ORGANIC, BUFFER STRIPS OR BORDER ROWS MAINTAINED, TO ISOLATE ORGANIC FROM CONVENTIONAL CROPS - NUMBER OF OPERATIONS",205,9.8
MAINE,"PRACTICES, ORGANIC, BUFFER STRIPS OR BORDER ROWS MAINTAINED, TO ISOLATE ORGANIC FROM CONVENTIONAL CROPS - NUMBER OF OPERATIONS",170,11.5
MAINE,"PRACTICES, ORGANIC, BUFFER STRIPS OR BORDER ROWS MAINTAINED, TO ISOLATE ORGANIC FROM CONVENTIONAL CROPS - NUMBER OF OPERATIONS",35,16.3
MAINE,"PRACTICES, ORGANIC, CONSERVATION TILLAGE, NO-TILL OR MINIMUM TILL - NUMBER OF OPERATIONS",235,17.2
MAINE,"PRACTICES, ORGANIC, CONSERVATION TILLAGE, NO-TILL OR MINIMUM TILL - NUMBER OF OPERATIONS",182,7.4
MAINE,"PRACTICES, ORGANIC, CONSERVATION TILLAGE, NO-TILL OR MINIMUM TILL - NUMBER OF OPERATIONS",53,17.9
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - NUMBER OF OPERATIONS",197,15.1
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - NUMBER OF OPERATIONS",158,10.8
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - NUMBER OF OPERATIONS",39,15.8
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - OPERATIONS, MEASURED IN PCT OF OPERATIONS",46,13.5
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - OPERATIONS, MEASURED IN PCT OF OPERATIONS",43,38.5
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, OTHER REASON - OPERATIONS, MEASURED IN PCT OF OPERATIONS",64,12.1
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - NUMBER OF OPERATIONS",84,21.5
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - NUMBER OF OPERATIONS",73,2
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - NUMBER OF OPERATIONS",11,2
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",20,5.8
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",20,4.7
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, TOO EXPENSIVE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",18,5.5
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",144,6
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",133,4.7
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - NUMBER OF OPERATIONS",11,5.5
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",34,6
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",37,3.4
MAINE,"PRACTICES, ORGANIC, CROP INSURANCE, NOT PURCHASED, UNFAMILIAR WITH CROP INSURANCE - OPERATIONS, MEASURED IN PCT OF OPERATIONS",18,4.1
MAINE,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",221,8.6
MAINE,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",180,6.4
MAINE,"PRACTICES, ORGANIC, CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE - NUMBER OF OPERATIONS",41,10.2
MAINE,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",110,9.7
MAINE,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",97,11.4
MAINE,"PRACTICES, ORGANIC, FREE RANGE ANIMAL PRODUCTION - NUMBER OF OPERATIONS",13,18.6
MAINE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES",5843,10.3
MAINE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES",5755,12.1
MAINE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - ACRES",88,16.5
MAINE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",117,7.1
MAINE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",113,8.7
MAINE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, EQIP ORGANIC INITIATIVE - NUMBER OF OPERATIONS",4,12.2
MAINE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, NATIONAL ORGANIC CERTIFICATION COST SHARE - NUMBER OF OPERATIONS",263,8.4
MAINE,"PRACTICES, ORGANIC, GOVT PROGRAMS, FEDERAL, NATIONAL ORGANIC CERTIFICATION COST SHARE - NUMBER OF OPERATIONS",263,10.2
MAINE,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",353,6.6
MAINE,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",299,24.1
MAINE,"PRACTICES, ORGANIC, GREEN OR ANIMAL MANURES USED - NUMBER OF OPERATIONS",54,26
MAINE,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",300,20.4
MAINE,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",245,21.9
MAINE,"PRACTICES, ORGANIC, MULCH OR COMPOST, PRODUCED OR USED - NUMBER OF OPERATIONS",55,5.5
MAINE,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",129,5.7
MAINE,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",110,17.4
MAINE,"PRACTICES, ORGANIC, PLANTING DATES ADJUSTED TO AVOID CROSS CONTAMINATION - NUMBER OF OPERATIONS",19,5.5
MAINE,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",268,6.2
MAINE,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",218,12.2
MAINE,"PRACTICES, ORGANIC, PLANTING LOCATIONS PLANNED, TO AVOID CROSS INFESTATION OF PESTS - NUMBER OF OPERATIONS",50,25.7
MAINE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",63,27.6
MAINE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",55,26.3
MAINE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - NUMBER OF OPERATIONS",8,28.3
MAINE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",14,17.7
MAINE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",14,19
MAINE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MARKET ACCESS - OPERATIONS, MEASURED IN PCT BY PRACTICE",12,40
MAINE,"PRACTICES, ORGANIC, PRIMARY CHALLENGE, MGMT ISSUES - NUMBER OF OPERATIONS",90,13.6
